,x,y,PassiveActive
438,[cls] یک دیوانه بازی درآورد و به کتک هم رسید. خانواده‌ها هم دخالت کردند و بعد از آن شب جدا شدند. هر شب امیدوار بودند که آشتی کنند، اما هر بار این اتفاق نیفتاد. [sep] عزیزم دعا کن اون زنیکه اینجوری کرد زندگیمو خدا ازش نگذره [sep],empathy,Passive
445,[cls] یک زن جوان که یکسال پیش ازدواج کرده، شوهرش بیکار است و او را مورد خشونت جنسی و جسمی قرار می‌دهد. او به کلانتری زنگ زده است اما شوهرش او را تهدید کرده است. اخیرا، شوهرش پسرش را اذیت کرده و او را به خانه مادرش فرستاده است. [sep] درمان اختلالات شخصیت هم خیلی سخته، مثل افسردگی نیستاچون طرف نمیپذیره که بیماره وهمکاری نمیکنه …افکارش تو عمق شخصیتش نفوذ کرده وبه باورهای خودش تعصب داره ومتوجه غلط بودن سوظن هاش نیست …به خودش حق میده که شک کنه بهت [sep],question or answer,Passive
449,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] تو چه درد سر بدی افتادی فقط همیشه حاشا کنهمون حرف قبلیت رو بگو …که دوست پسر دوستت بوده [sep],empathy,Passive
451,[cls] شوهری خشن و تحقیرآمیز، همسرش را مورد سوء استفاده قرار می‌دهد و او را مورد خشونت قرار می‌دهد. همچنین، او به همسرش تهدید می‌کند و او را مورد تحقیر قرار می‌دهد. همسرش در مقابل این رفتارها قهر می‌کند، اما شوهرش همچنان ادامه می‌دهد. [sep] شوهرم میگه هر وقت عصبی شدم چیزی نگو خودم میگم میگم تخلیه میشم منم عصبی شدنی خودمو مشغول میکنم به کار تو اتاق اشپز خونه خودمو مشغول میکنم دهن به دهنش نمیزارم میگم اینقدر بگو بگو تا خودت خسته بشی ولی اجازه نمیدم به خانوادم چیزی بگه خودش میدونه دلمو بشکنه یه جوری عین همون سرش میاد [sep],question or answer,Passive
452,[cls] شخصی تصمیم گرفته جدا شود، هر چند که خیلی دوست داشته باشد، اما به دلیل بی احترامی و کتک خوردن، تصمیم به جدایی گرفته است. [sep] الهی بگردم چرا‌کتک اخه چراااا [sep],empathy,Passive
455,[cls] مردی به مادرشوهرش گفت که بیش از حد می‌خوابد، شوهرش پاشید و او را زد، مادر خدانشناس مرد به خانه آن‌ها آمد و از آن مرد پرسید که چرا او را زده است. [sep] مادر پسر دیوونن [sep],empathy,Passive
457,[cls] دو نفر با هم ازدواج کردند، خانواده شخص اول او را دور کرده بودند و شخص دوم به شدت به شخص اول حمله کرد و او را زخمی کرد. [sep] عزیزمممم [sep],empathy,Passive
461,[cls] فردی به نام کنینمن عصبانی شد و با مشت به شخص دیگری زد. شخص دیگر هم به او پاسخ داد. کنینمن پشیمان شد که زده و شخص دیگر آروم زده بود. [sep] چجوری دلشون میاد؟ اولین بار بوده؟ [sep],question or answer,Passive
469,[cls] شخصی می‌خواهد طلاق بگیرد و به مشاوره رفته است، اما هیچ پیشرفتی نداشته است. در یک بار با شدت کتک خورده است و به پزشکی قانونی رفته است، اما پزشکی قانونی او را به کلانتری ارجاع داده است. او در نهایت به دنبال نجات خود است. [sep] عزیزم نگاه کن دوستم میگه از ماجرا با خبر نییتم و اینا کمکی نمیتونم کنمفاطمه: گروه تلگرامیه که میگفتم اونجا سوال میپرسن جوابم‌میدن بره بپرسه شاید بهش کمک کردن [sep],question or answer,Passive
470,[cls] زنی که شوهرش او را زده بود، به پزشک قانونی رفت و نامه گرفت. اما حالا شکایتی برای او ارسال شده و شوهرش هنوز از آن خبر ندارد. او نگران است که اگر پیگیری نکند، شوهرش هیچ اطلاعی از شکایت نخواهد داشت. [sep] بزار بره [sep],question or answer,Passive
474,"[cls] یک خانم متاهل از همسرش که سیگار می‌کشد و مشروب می‌نوشد، اذیت می‌شود و بارها به دلیل سیگار کشیدنش توسط او ضربه می‌بیند. خانواده همسرش بی تفاوت هستند و او نمی‌خواهد جدا شود، اما همسرش سختگیر است و اجازه نمی‌دهد که همسرش بی حجاب باشد یا سیگار بکشد. , [sep] دروست میگه چون واقعان عوض نمیشه [sep]",question or answer,Passive
476,[cls] زوجی هر روز دعوا دارند و شوهر به همسرش خشونت می‌آورد. همچنین، شوهر به همسرش خیانت می‌کند و رابطه‌شان بسیار ناموفق است. در نهایت، همسر از خانه خارج شده و تصمیم به طلاق گرفته است. [sep] فدات شم من عزیزم دلم برات کباب شد چی بگم واقعا ناراحت شدم اسم خودتو شوهرتو میتونم بپرسم؟ [sep],empathy,Passive
483,[cls] مهمون شهرستانی به خانه شوهرم آمد و بچه‌هایش به من کتک زدند. پدر شوهرم من را توهین کرد و مادر شوهرم نیز دخترش را دفعه دیگر زد. شوهرم نیز به من حمله کرد و من با اشک‌ها به زیرزمین رفتم. [sep] چقدر بدم میاد از دخالت خانواده‌ها تو تربیت بچه و چقدر بدم میاد از همسری که جلو خانواده و غریبه همسرش رو ضایع کنه و طرف خانواده ش رو بگیره [sep],empathy,Passive
485,[cls] دوستان شوخی می‌کردند، یکی دیگری را نیشگون گرفت و دعوا شروع شد. یکی از آنها دیگری را کتک زد و او را از خانه بیرون کرد. حالا فردی که این پیام را داده، از آن فرد ناراحت است. [sep] منم همیشه از شوهرم خواستم شوخی نکنه، چون بدعوا ختم میشه. چند بار هم خوابمو گفتم بد تعبیر کرد گفت شوخی کردم، (بتعبیر خواب اعتقاد دارم)، بعد گفت شوخی کردم. توبه کردم که خوابمو هم بهش نگم. [sep],question or answer,Passive
495,[cls] پری و همسرش دعوا کردند و پری تصمیم گرفت به خانه مادرش برود و دیگر بازنگر نخواهد شد. مادر پری آنها را به خانه خود دعوت کرد و اگر پری در خانه مادرش بماند، مادرشوهرش خوشحال خواهد شد. پرسش این است که آیا پری باید در خانه مادرش بماند یا نه؟ [sep] ای عزیزم دلش به اون خونه خوشه برا طلاق اقدام نکن بزا اون اقدام کنه مهریتو بگیری سکته کنه با سکه ۱۵ میلیونی [sep],question or answer,Passive
496,[cls] شوهر هفت روزه خانه نمی‌رود، همسر برایش غذا و آبمیوه می‌آورد، اما خودش هم سردرد و بیمار شده است. او به شوهرش می‌گوید رودپز خراب شده و باید برایش تعمیر شود، اما شوهر اهمیت نمی‌دهد و به همسرش بد رفتار می‌کند. در نهایت، ظرفی پرت می‌شود. [sep] جدی نگیر حرفاشو بابا [sep],question or answer,Passive
500,[cls] صبح پاشیده، غذا درست کرده و کارهای خود را انجام داده بودم که داداشم زنگ زد و پول برای ثبت نام ماشین خواست. من پول نداریم گفتم، اما او نصف مبلغ را پیش پرداخت کرد و وعده گرفت که بعدا پرداخت کنیم. بعد از دعوا با شوهرم، با مشت به من حمله کرد و من از خانه او را بیرون کردم. دلم خیلی پر است و نمی‌دانم چه کاری باید بکنم. [sep] ای خدا بارداری و کتکت زده [sep],empathy,Passive
504,[cls] یاد کتک‌هایی که خورده بودم می‌افتادم و حالم بد می‌شد. امشب هم خاطرات تلخ آن روز به ذهنم می‌رسید. یکبار کمرم به شدت به گوشه میز خورد و یکبار هم سرم به اپن. [sep] کار خوبی کردی جدا شدی [sep],empathy,Passive
508,[cls] یک زن صبح با شروع کارهای خانگی خودش مشغول شد. شوهرش بعدازظهر او را به خانه پدرشان برد، اما آنجا خانه نبود. زن بعد از بازگشت به خانه، با مشکلات دیگری مواجه شد، از جمله شکستن گلدان و دعوا با فرزندش. [sep] کرم رو بنداز بره [sep],question or answer,Passive
509,[cls] دوشنبه شب، پس از دعوا و رد کردن طلاق، کتک مفصلی خورده و دوباره از خانه با بچه‌ها بیرون شده و طلاق را درخواست کرده است. [sep] خدا چرا جواب این ادمای ظالمو نمیده [sep],empathy,Passive
514,"[cls] یک زن با شوهری که بی‌دلیل با او قهر می‌کند و سه فرزندی که فقط دعوا و کتک کاری می‌کنند، در خانه‌اش زندگی می‌کند. شوهرش برای ناهار با عصبانیت واخم به خانه برمی‌گردد و از زن می‌خواهد که زود باشد و غذایی برایش بیاورد. , [sep] اتفاقا هر چی صحبت کنه شوهرش میفهمه این از چی بیشتر زجر میکشه بدتد میکنه با ادم غیر منطقی که نباید حرف زد باید عمل کرد تحریمش کرد [sep]",question or answer,Passive
515,[cls] یک دعوای شدید بین زوجی رخ داده است. همسر به دوستش گفته که جدا شوند. شب بعد، همسر به خانه دختر خاله‌اش رفته و اکنون قصد دارد برود. [sep] عزیزم تاپیکها رو نگاه کردم شما مشکلات زیادی با هم دارید و دو طرف خیلی نا پخته و بد با هم رفتار می‌کنید باید روی رابطمون کار کنید یا جدا بشینبه هیچ وجه اجازه نده کتکت بزنه و زیاد باهاش بحث نکن اگر خواستی با خانوادت صحبت کن و دنبال جدایی باش ولی اگر هم جدا شدی باز باید روی صبر و ظرز برخوردار کار کنی [sep],question or answer,Passive
517,[cls] دو نفر در یک بحث هستند، یکی از آنها دیگری را زده و او را از خانه پرت کرده است. بعدا، آنها دوباره با هم ملاقات کرده و یکی از آنها خواسته کلید خانه را بیاورد. سپس آنها با هم شوخی کرده و در نهایت دوباره با هم دعوا کرده‌اند. [sep] ببین عزیز دلم، من درکت میکنم و میفهمم که چرا این رفتارو داری. اما گلم، خدا بهت لطف کرده و شوهری بهت داده که با توجه به رفتارهای شما، رفتار نسبتا خوبی باهات داره. شما نباید شوهرتو بزنی. و قطعا ایشون هم حق نداره دست روی شما بلند کنه. این اجازه را نده که رفتارهای غلط پدر و مادرت، بخواد کنترل رفتارهاتو بدست بگیره. اگه بخوای این جوری ادامه بدی، شوهرت یواش یواش باهات سرد میشه و میذارتت کنار. وقتی اومده بالا و گفته چرا کلیدو نیاوردی، شما نباید میگفتی دلم خواست!! باید میگفتی عزیزم لباسم مناسب نبود و دستم بند بود. با پرخاش جواب نده. به نظرم باید حتما با کمک یه روانشناس خوب، خشمی که درونت تلمبار شده را کنترل کنی و از بینش ببری. خود من تقریبا مشابه تو هستم و تصمیم دارم برم پیش روانشناس. ما نباید اجازه بدیم خشم درونمون گند بزنه به بقیه‌ی زندگیمون [sep],question or answer,Passive
518,[cls] شوهر برای کار به شهر دیگر می‌رود، همسر ناراضی است و خانواده فشار می‌آورند. همسر عصبانی می‌شود و به شوهر کتک می‌زند. اکنون همسر با انرژی منفی و ناراحت به سر می‌برد. [sep] الان ی خانوم میگفت شوهرمن کلی منومیزنه ازاین حرفا این ب اون در [sep],question or answer,Passive
519,[cls] زن عموی شوهرم به من گفت که عقل ندارم و نمی‌توانم با سیاست رفتار کنم. شوهرم نیز از دیدار با مادرش جو گرفته بود و این باعث شده بود که او به من کتک بزند. من از خانه مادر شوهرم به خانه عموی شوهرم رفته بودم و بعد از دو ساعت شوهرم آمد و من را همراه خود به خانه برد. [sep] والا [sep],question or answer,Passive
520,[cls] زنی با شوهرش به دلیل تمایل به کار یا تحصیل دعوا می‌کند. شوهر هیچ کاری را پذیرفته و فقط از او می‌خواهد بچه‌هایشان را بزرگ کند. در نهایت، شوهر به زن خشمگین حمله کرده و او تصمیم به جدایی می‌گیرد. [sep] خب حرف بزنن همه چی واضح میشه یا میگه درس میشم یا میگه همینم درس شد خداروشکر درست نشد تصمیم با خود اسیه ایشالله هرچی به صلاحشه پیش بیاد [sep],empathy,Passive
522,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] برات دعامیکنم [sep],empathy,Passive
531,[cls] شوهر بعد از کار به خانه می‌آید و هنگام درآوردن کفش‌هایش، همسرش پادری را شسته و او را توصیه می‌کند که کفش‌هایش را روی آن نگذارد. اما شوهر پاشو روی پادری می‌گذارد و آن را کثیف می‌کند. سپس در آشپزخانه با همسرش به دلیل غذا روی شعله‌گاز، بحث می‌کند و به خودش و خانواده‌اش فحاشی می‌کند و او را مورد خشونت قرار می‌دهد. [sep] انشالله هر چی خیره واست پیش بیاد گلم ببخشید شما ازدواجتون سنتی بوده؟ [sep],question or answer,Passive
533,[cls] یک زن ناراحت از رفتار خشن شوهرش است. شوهرش به او فحش می‌دهد و به خودش و مادرش نیز فحش می‌دهد. در یک روز، شوهرش به طور ناگهانی به زن ضربه می‌زند و او را به خاطر چایی ریخته شده بر روی پاش مورد سوء استفاده قرار می‌دهد. زن از خانه خارج می‌شود. [sep] خدا نسل مرد بددهنو از رو زمین ریشه کن کنه [sep],empathy,Passive
534,[cls] فردی کتک خورده و خونریزی دارد. پسر او جیغ می‌زند و خدایی را صدا می‌کند. فرد نمی‌داند چه کاری باید انجام دهد. [sep] وای چرا جلو بچه‌ای خدا نسل این مردا رو منقرض کن [sep],empathy,Passive
537,[cls] شوهر به خواهرش رفت، بعد از دیر شدن به همدیگر نزدیک نیستند و در نهایت همسر به همسرش حمله کرد و او را ترک کرد. [sep] نشست روتوحشی [sep],empathy,Passive
540,[cls] دو نفر در مورد زندگی زورگویی صحبت می‌کنند، یکی از آنها از دیگری خواسته است برود. سپس با هل دادن به سفره افطار، او را لگد زده و بعد از گریه، به خانه مادرش رفته است. دوباره با هم صحبت کرده و او را فیلم برداری کرده است. [sep] عزیززززم ناراحت نباش خداجوابشوبده [sep],empathy,Passive
541,[cls] شوهر به اشتباه پیام داده، همسر به او ناراحتی خود را نشان داده و شوهر به او حمله کرده است. [sep] واااای [sep],empathy,Passive
543,[cls] شوهر و همسر به دلیل بحثی به شدت به هم می‌ریزند. شوهر به همسر خود حمله کرده و او را زخمی می‌کند. همسر نمی‌تواند به دلیل حضور مادر شوهرش صدای خود را بلند کند. [sep] مازنا چقد بدبختیم [sep],empathy,Passive
545,[cls] شوهرم به دلیل اظهار نظر من درباره رفتارش، با دسته جارو برقی به من حمله کرد. او به دلیل بارداری من اهمیتی نداد و من بدون او نمی‌توانم به خانواده‌ام بروم. او همچنین به من طعنه می‌زند. [sep] اه اه این دیونه است چقد بیماره [sep],empathy,Passive
546,[cls] دوشنبه شب دعوا و کتک کاری با شوهرش داشت. شوهرش خیلی کتکش زد و او گریه کرد. مادر شوهرش طلاقش را پیشنهاد داد، اما او زنگ زد و پسرش را از بغلش گرفت. [sep] منم ده روز بچه دو ماهمو ندیدم شب وروزه گریه بود اصلا یادم نمیره [sep],question or answer,Passive
548,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] خیلی بیجا کرده اون دست نامحرمشو زده تو صورتت خدا بزنع تو صورتش با این شوهر بی عرض ت [sep],empathy,Passive
551,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] عجب …اونموقع که همسرت اروم شده بود …اتیش زیر خاکستر بودن انگار [sep],empathy,Passive
555,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] چرا خطتو عوض نمیکنی [sep],question or answer,Passive
559,[cls] یک زن به دلیل درد کتف به پزشکی قانونی نیاز دارد. او به خانواده‌اش گفته که شوهرش از خانه رفته و قصد دارد طلاق بگیرد. او از دیگران می‌خواهد که تجربه خود را با او به اشتراک بگذارند. [sep] الهی بحق محمد خیر خوشی نبینه مردی که دست روی زنش بلند میکنی و خاک بر سر پدر و مادری که نتونستند بچشون رو درست تربیت کنند و عقده‌ای بارش آوردند دوست عزیز باز هم خدارو شکر که بچه نداری من کاملا درکت میکنم چون یکی از نزدیکانم با همین مشکل روبروه متاسفانه آقا برای بیرون خونه به به و چه چه توی خونه وحشی عقده ای [sep],empathy,Passive
560,[cls] شخصی که داستان را تعریف می‌کند، به دلیل بی تفاوتی همسرش، کتک خورده است. او تصمیم گرفته است که فردا به دنبال طلاق برود. او در موقعیتی بسیار سختی قرار دارد و نیاز به راهنمایی دارد. [sep] خدا نکنه الهی من بمیرم با این انتخابم با درست کردن بچه ک بدبخت بشه [sep],question or answer,Passive
564,[cls] دو عاشق نی نی سایت دعوا کردند. همسر یکی او را زده و بازویش درد می‌کند. او نمی‌تواند بازویش را تکان دهد و نیاز به کمک دارد. [sep] بمالش [sep],question or answer,Passive
567,[cls] یک زوج در حال جدایی هستند، اما هر دو به کار خود ادامه می‌دهند. آنها دو روز پیش دعوا کرده‌اند و در آن دعوا به شدت به هم زده‌اند. در نهایت، شوهر به همسرش حمله کرده و او را زخمی کرده است. [sep] یا خدا [sep],empathy,Passive
569,[cls] دوستان شوخی می‌کردند، یکی دیگری را نیشگون گرفت و دعوا شروع شد. یکی از آنها دیگری را کتک زد و او را از خانه بیرون کرد. حالا فردی که این پیام را داده، از آن فرد ناراحت است. [sep] واقعا [sep],question or answer,Passive
572,[cls] دعوای خانوادگی با شوهر و پدرسوختگی، لگد زدن و معزرت خواهی، بچه‌ها با مادرشان در حال تصمیم گیری برای رفتن به خانه مادربزرگشان هستند. [sep] من چیکار کنم که الا ۳ ماهه تو یه خونه قهریم دارم خفه میشم [sep],question or answer,Passive
577,[cls] زنی با شوهرش دعوا کرد و در نتیجه او به او سیلی زد. گوش زن دچار مشکل شد و نتوانست بشنود. [sep] وایییی …خدا لعنتش کنه حییون [sep],empathy,Passive
578,[cls] شوهر زور می‌کند و اجازه نمی‌دهد همسرش از نقش پسر خانه بیاید. هفته‌ای یک بار همسر به خانه مادرش می‌رود. در یک جنگی شوهر به همسرش کتک زد. مادر شوهر همچنان از همسرش دعوت می‌کند و شوهر عصبی می‌شود. [sep] شب عروسی من مادر سوهرم مثل ابر بهاری گریه می‌کرد که پسرمو از دست دادم!!!! [sep],question or answer,Passive
583,[cls] شوهر برای کار به شهر دیگر می‌رود، همسر ناراضی است و خانواده فشار می‌آورند. همسر عصبانی می‌شود و به شوهر کتک می‌زند. اکنون همسر با انرژی منفی و ناراحت به سر می‌برد. [sep] عب نداره. الان اگه برعکس بودمطمعن باش اون عذاب وجدان نداش [sep],empathy,Passive
584,[cls] در یک دعوای خانوادگی، برادر شوهر از همسر برادرش کتک خورد. من وارد شدم و داد زدم که چرا می‌زنیش؟ همعروسم نیز ناراحت بود و از فرانک خواست که من را نزند. [sep] آخی چقدر ساده ای [sep],empathy,Passive
591,[cls] در حین صبحانه، بحثی عصبانی شد که من نون پرت کردم و شوهرم به من حمله کرد. اکنون عصبانی هستم و به اتاق رفتم. زندگی ما در یک ماه گذشته با دعوا و بحث و کتک کاری پر بوده است. [sep] هر دو مهارت کنترل خشم ندارید و این خیلی بده وقتی که هر دو آرامش دارین درباره‌اش حرف بزنید و اگه می‌تونین برید مشاوره [sep],question or answer,Passive
608,[cls] زنی پس از ۱۰ سال زندگی با شوهری که دروغگو و تنوع طلب بود، تصمیم به جدایی گرفت. در یک روز، شوهرش با یک خانم دیگر صحبت می‌کرد و پس از خواستن گوشی، او را کتک زد. شوهر ادعا کرد که او دوست دخترش است. [sep] میدونم اما صبر خدا زیاده و منم عجولم دوست دارم جلو چشمام ببینم که بدبخت میشه [sep],empathy,Passive
610,[cls] شوهر کتک زده، پاها و دست زخمی. [sep] بگم بیخود کرده آره برو شکایت کن امکان داره شرایط بدتر بشه زندگیت خراب بشه بگم نه که … خودت با توجه به شرایط زندگیت تصمیم بگیر همه ما خارج از گود ی چیزی میگیم [sep],question or answer,Passive
611,[cls] یک زوج دعوا کردند و خانواده شوهر به دعوای آن‌ها پیوستند. شوهر به مسافرت رفت و مادر و خواهرش به زن شوهر کتک زدند و او تصمیم به طلاق گرفت. [sep] وای چه بد [sep],empathy,Passive
614,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] رفتار مادرهمسرت بد بوده ولی واقعا توجیه جالبی واسه رفتار خیلی زشت همسرت نیست. وقتی از رفتار همسرت گذشتی و میخوای به زندگیت ادامه بدی پس قبول کن که رابطه با خونواده‌ی همسرت اجتناب ناپذیره. معمولی و محترمانه برخورد کن ولی صمیمی نشو. [sep],question or answer,Passive
616,[cls] شخصی به دلیل پنکه‌ای که بادش رویش بود، با شخص دیگری درگیر شد. در نهایت، شخص اول توسط شخص دوم کتک خورد و زخمی شد. شخص دوم به شدت عصبانی بود و به شخص اول فحش داد. [sep] درکت میکنم چون بابای منم اینجوریه بی دلیل بحث می‌کنه و میزنه مارو [sep],empathy,Passive
617,[cls] زن ۱۹ ساله و باردار است. شوهرش امشب او را زده است. این موضوع برای او مسخره است. [sep] خدالعنتش کنه بیشعورو دستش بشکنه [sep],empathy,Passive
618,[cls] یک زن به شوهرش اعتراض می‌کند که در یک لحظه حالش خوب است و در لحظه دیگر به دلیل مسائل کوچک به او خشم می‌ورزد. شوهر با خشونت به زن حمله می‌کند و او را مورد ضرب و شتم قرار می‌دهد. زن نمی‌تواند این رفتار شوهرش را درک کند و به دنبال راه حلی برای این مشکل است. [sep] ادم یه وقت بین بد و بدتر بد انتخاب میکنه. طلاق اخر زندگی نیست. ولی اخرین راه حل. خیلی ناراحتم واست عزیزم انشالله خدا واست چاره ساز بشه. [sep],empathy,Passive
621,[cls] در یک دعوای خانوادگی، زن به شوهر خود گفت که متنفر است از خاهر شوهرش. شوهر زن به او حمله کرد و او برای پناه بردن به خانه مادربزرگش رفت. امروز آنها تصمیم گرفتند جدا شوند. [sep] اینی ک از الان میزنه فردا ببین چه کار‌ها که نمیکنه [sep],question or answer,Passive
622,[cls] یکسال و نیمه ازدواج کردند، شوهر بچه می‌خواهد، اما به دلیل دعواهای خانوادگی و خودکشی تهدیدی که شوهر به همسرش کرده بود، او نمی‌داند چطور به شوهرش بگوید که می‌خواهد بچه داشته باشد و گاهی اوقات در خانه مادرش بماند. به دلیل دعواهایی که داشتند، همسرش به او قرص آرامبخش داده است. [sep] استاتر بزار بازم خوب شناختت نسبت به شوهرت بیشتر بشه بعد اقدام کن برای بچه. من خیلی زود بعد از سه ماه از عروسیم باردار شدم و دقیقا مثل تو بود شرایطم توبارداری و بعد از اون همش خانوادش دخالت میکردن و همش باهم دعوا داشتیم و همش به خودم فوش میدادم چرا زود بچه دار شدم منم واقعا افسرده شدم [sep],question or answer,Passive
623,[cls] زن به خانه مادر شوهرش رفت و یک بشقاب شکست. خواهر شوهرش پیشنهاد داد بشقاب را در سطل زباله بریزد. مادر شوهرش نیز ناراحت شد و زن نمی‌دانست چه کاری باید بکند. [sep] یامکه مکرمه [sep],empathy,Passive
624,[cls] یک دعوای شدید بین زوجی رخ داده است. همسر به دوستش گفته که جدا شوند. شب بعد، همسر به خانه دختر خاله‌اش رفته و اکنون قصد دارد برود. [sep] حس کرده میخوای جداشی ولی اون دلش نمیخواد جدا شی از یطرف غرورش نمیزاره بهت بگه بمون داره فلسفه میبافه [sep],question or answer,Passive
625,[cls] شوهر زور می‌کند و اجازه نمی‌دهد همسرش از نقش پسر خانه بیاید. هفته‌ای یک بار همسر به خانه مادرش می‌رود. در یک جنگی شوهر به همسرش کتک زد. مادر شوهر همچنان از همسرش دعوت می‌کند و شوهر عصبی می‌شود. [sep] شرایط منم همینه تازه مادرشوهرم لباسای شوهرمم هنوز ک هنوزه نداده میخاد همیشه‌ی پاش اونجا باشه حتی جایی رفتنی نگاهش به دست اون باشه [sep],question or answer,Passive
627,[cls] شوهر به زور با همسرش برقراری رابطه جنسی خواست، همسر مقاومت کرد و شوهر او را زد، همسر از شوهرش خواست تا دست از سرش بردارد. [sep] وای پس خیلی بد خلقه [sep],empathy,Passive
631,[cls] شوهر کتک زده، کارم کشید اورژانس، دلم بدجور گرفته. [sep] [sep],other,Passive
632,[cls] در یک بحث، فردی با پا به دنده‌های دیگری زده و فرد دیگر با سیلی ای به او حمله کرده است. این حملات باعث شده است که فرد حالت تهوع و سرگیجه داشته باشد و از خواب بیدار شود. [sep] بیجا کرد. [sep],empathy,Passive
635,[cls] شوهر به خانه مادرش می‌رود و به بهونه‌های مختلف دعوا می‌کند. او به همسرش فحش می‌دهد و او را مورد خشونت قرار می‌دهد. فیلم عروسی آن‌ها در دست خانواده شوهر است و او از آن‌ها گرفته است. [sep] من نمیدونم این آدما هدفشون چیه که زن میگیرن این کارا رو هم میکنن.. خب بزار بغل دست خودتت صبح تا شب براش دلبری کن و فلان کن …دختر مردمو اسیر خودتون میکنید …بقول روانشناس شما بچه رو که نمیبرید مهد کودک دارید پسرتون رو میبرید خواستگاری که ازدواج کنه …ایشون نمی‌تونه از پسرش دل بکنه معلومه شما رو دشمن خودش میدونه که شوهرتون رو پر میکنه …مشکل از مادرشه …فکر می‌کنه تو اومدی اونو ازش دزدیدی … [sep],question or answer,Passive
637,[cls] در یک بحث با شوهر، فک زن به دست شوهر گرفته شد و درد شدیدی احساس کرد. او نمی‌دانست آیا فکش شکسته است یا نه. [sep] خداروشکر [sep],question or answer,Passive
645,[cls] زن و شوهری هستند که به دلیل مشکلاتی در زندگی خانوادگی، ازدواج کرده‌اند. همسر زن معتاد به مواد مخدر است و باعث بروز تنش‌ها در خانواده شده است. زن تصمیم به جدایی گرفته است، اما همسرش اجازه ترک خانه و تحویل وسایل خود را نمی‌دهد و به او فحش می‌دهد. [sep] منم همیشه فک میکنم یکی شوهرمو طلسم کرده [sep],question or answer,Passive
647,[cls] شوهر احترامی به همسرش ندارد و او را مورد خشونت قرار می‌دهد. در یک سفر، شوهر به همسرش حمله کرده و او را با بچه‌اش بی‌پول و بدون گوشی ترک کرده است. پس از آشتی، شوهر دوباره به خشونت و خیانت خود ادامه می‌دهد. [sep] گفتی این شوهرارو از کجا پیدا میکنین گفتم مگه دست ماست شوهرامون ادم نیستن [sep],question or answer,Passive
650,[cls] یک زن به دلیل تحقیر و خشونت از شوهرش ناراحت است و دوست دارد کسی وجود داشته باشد که او را دوست داشته باشد. او به دلیل کار زیاد شوهرش احساس تنهایی می‌کند و از زندگی خود ناراضی است. [sep] یا خدا [sep],empathy,Passive
651,[cls] زنی که از شوهر خود مورد خشونت قرار گرفته بود، چند بار به شدت توسط او ضربه خورده بود. ۲/۳ سال پیش در یک دعوای بد، شوهر او او را شکست داده و به شدت ضربه زده بود. از آن زمان به بعد، او احساس می‌کرد که لبش کج می‌شود و دست و لبش می‌لرزید. [sep] برمیگرده مطمعن باش تو خودتو اذیت نکن واسه منم دعا کن دلم شکسته مشکلم حل بشه [sep],question or answer,Passive
