,x,y,PassiveActive
208,[cls] زن و شوهر بحث می‌کنند، شوهر کتک می‌زند و زن از خانه می‌رود. زن هر دفعه به خانواده خود زنگ می‌زند و شوهر همیشه گوشی و کیف زن را می‌گیرد. زن به خانه مادرش می‌رود و نگران است که زندگی‌اش به خطر بیفتد. [sep] اگه اینکارو نکنی زندگیت از هم میپاشه [sep],question or answer,Passive
209,[cls] فردی با بدخلقی و ناشناسی درگیر شد، در جریان صحبت با او، لیوان چای ریخته شد و در نهایت لیوان دیوار شکست. فرد تصمیم گرفت با پدرش درباره رفتار این فرد صحبت کند. [sep] اصلا اینجور وقتا باید دور از چشم شوهر باشی [sep],conform and adjust,Active
210,[cls] فردی که مریض بود، اما آزمایش کروناش منفی بود، به خانه خواهرزنش رفت و متوجه شد که خواهرزنش مثبت است. بعد از چند روز، برادرش به خانه او آمد و به او گفت که چرا اومدی؟ ولی بعد از چند لحظه، برادرش یک بطری آب را به سمت او پرت کرد و او نیز در اتاق شکست. [sep] توام تا میخورد اونو میزدی هرچی دستت میرسید میزدی تو سرش بگو میرم پزشکی قانونی ازت شکایت میکمم [sep],confront and retaliate,Active
211,[cls] شوهر به زن گفت که از دستش خسته شده است. زن نشگونی به شوهر زده و او عصبانی شد. زن اخلاق بدی دارد و از زورگیری لذت می‌برد. [sep] شوهر منم مثل توعه اما من مثل شوهرت نیستم وقتی باهاش قهرم انقد اذیتم میکنه پاپیچم میشه تا آشتی کنم منم کاراش برام لذت بخشه هر چند درد داره نیشگوناش ولی من خوشم میاد چون عاشقشم شبا هم اگع یکیمون بدون بغل و بوس بخابیم حق قهر کردن داریم این ی قانونه و مجازات سختی داره [sep],question or answer,Passive
212,[cls] یک زن با شوهرش به دلیل شیطونی فرزندش در خیابان دعوا کرد و شوهرش به زن توهین کرد. آنها در حین دعوا در خیابان با ماشین برخورد کردند و زن و فرزندش آسیب دیدند. چند نفر از عابران پایین آمده و به آنها کمک کردند. [sep] وای عزیزم چقدرناراحت شدم. درکت میکنم خیلی حس بدیه [sep],empathy,Passive
213,[cls] شوهر از همسر خود خواست تا لپتاپش را از خانه پدرش بیاورد، اما همسر می‌ترسید. شوهر به همسر خود حمله کرد و او را مجبور به رفتن به خانه پدرش کرد. همسر نمی‌دانست که آیا باید با خانواده پدرش زندگی کند یا نه. [sep] آدمش کن [sep],confront and retaliate,Active
214,[cls] فردی برای تاپیکی مورد نظرش تلاش کرد. پدر، مادر و برادرش به خانه او آمدند و او را اخراج کردند. عوضیاها خوشحال شدند. [sep] برو پزشک قانونی حتما نامه م بگیر وگرنه مدرک نداشته باشی هیچکاری نمیتونی بکنی [sep],confront and retaliate,Active
215,[cls] یک فرد به نام تو‌روخدا توسط یکی از همکارانش مورد آزار و اذیت قرار گرفته است. این باعث شده که دختر کوچک او نیز گریه کند. [sep] نمیتونه وگرنه نمیموند کتک بخوره [sep],question or answer,Passive
216,[cls] مهمون شهرستانی به خانه شوهرم آمد و بچه‌هایش به من کتک زدند. پدر شوهرم من را توهین کرد و مادر شوهرم نیز دخترش را دفعه دیگر زد. شوهرم نیز به من حمله کرد و من با اشک‌ها به زیرزمین رفتم. [sep] چه شوهری [sep],conform and adjust,Active
217,[cls] فردی به دیر رسیده و به شخص دیگری گفت که در محل مورد نظر نیست. شخص دوم حمله کرد و به فرد اول آسیب زد. پس از حمله، شخص دوم عذرخواهی کرد و از فرد اول بخشش خواست. [sep] الهی عزیزم اصلا کوتاه نیا و گرنه بد‌تر میشه سعی کن عصبانیش نکنی ولی حتما برو پزشک قانونی [sep],confront and retaliate,Active
218,[cls] یک زوج برای گردش به بیرون رفتند، سپس خانه را تمیز کردند. اما بعد از بازگشت، مرد عصبانی شد و به زن فحش داد. زن نیز به دلیل خبر مرگ دوستش، نتوانست به خوبی کار کند و دعوا شدیدی بین آنها رخ داد. [sep] امشب چرا مردا اینجوری شدن [sep],question or answer,Passive
219,[cls] یک زن در شرایط بحرانی با شوهر قهر کرده و به داداشش زنگ زده تا او را ببرد. در صحبت با داداش، شوهر دوباره خشمگین شده و داداش را هم کتک زده است. خانواده شوهر نیز با زن برای قهری بودنش قهر می‌کنند. [sep] سلام دوست شما در درجه اول باید از مشاوره کمک می‌گرفتید نباید خانواده رو قاطی ماجرا کرد الانم برید پیش مشاوره اگه درست نشد اگه بچه ندارید جدابشی بهتره [sep],confront and retaliate,Active
220,[cls] دو نفر دعوا کرده‌اند و یکی از آنها گلوی دیگری را فشار داده است. گلوی او درد می‌کند و نمی‌تواند آب دهانش را قورت دهد. او به دنبال کمک است. [sep] خدا لعنتش کنه حیفه بگم حیوون چون حیوونم درمقابل این رفتارشوهرت شرف داره [sep],empathy,Passive
221,[cls] شوهر مست به خانه آمد و به زن خشونت کرد. بچه چهار ماهه را هم روی دستش گذاشت و زن به پلیس زنگ زد اما کمکی نرسید. زن درد و دردسرهای زیادی دارد و نمی‌داند چه کاری باید بکند. [sep] از همچی عکس بگیر فردا بعد اینکه شوهرت رفت برو شکایت کن بفرستنت پزشکی قانونی ثبت شه همه اینا [sep],confront and retaliate,Active
222,[cls] شوهر زن به خانه می‌آید و به او حمله می‌کند. زن به پلیس گزارش می‌دهد و شوهرش بازداشت می‌شود. داستان به پایان می‌رسد. [sep] لااقل بگو چند روز بازداشتگاس براقتل عمدم یه راست نمیبرن زندان [sep],conform and adjust,Active
223,[cls] شوهر مست به خانه آمد و به زن خشونت کرد. بچه چهار ماهه را هم روی دستش گذاشت و زن به پلیس زنگ زد اما کمکی نرسید. زن درد و دردسرهای زیادی دارد و نمی‌داند چه کاری باید بکند. [sep] چطور پلیس نیومد! مگه میشهفردا صب برو پزشکی قانونی [sep],confront and retaliate,Active
224,[cls] یک زن توسط شوهرش کتک خورده، از خانه بیرون شده و با چاقو تهدید شده است. او نامه پزشکی قانونی گرفته و در حال تصمیم گیری برای طلاق یا تعهد به زندگی با شوهرش است. او در حال حاضر دو دل است و با حالت دوگانگی مواجه است. [sep] خوب خونه پدرتی بگو با خانوادش تماس بگیره اینجوری که نمیشه البته مطمعن باش بلاخره خودش زنگ میزنه الان جرات نمیکنه ترسیده [sep],question or answer,Passive
225,[cls] یک زوج جوان قبل از بچه دار شاد و خوشبخت بودند، اما پس از تولد فرزندشان، شوهر بی مهر و سرد شد و کارش باعث تنش و خشونت در خانواده شد. در یک روز، شوهر به همسرش حمله کرد و او را زخمی کرد. [sep] عزیزدلم مادرشدن خیلیییی سختی داره عوض شدن شوهر از طرف دسگه از بین رفتن ازادی از یه طرف دیگه تمام تفریحاتم همش خراب میشه خاک تو سر این جنس نر که نمیدونن وقتی زنی مادر میشه خیلیییییی به حمایت احتیاج داره من خودم مادرنشدم ولی سر خواهرم دیدم شوهرش خیلی عوض شد میرفت خوش گذرانی این طفلک با بچه هی خونه بود مخصوصا ایام کرونا [sep],empathy,Passive
226,[cls] زن به خانه مادر شوهرش رفت و یک بشقاب شکست. خواهر شوهرش پیشنهاد داد بشقاب را در سطل زباله بریزد. مادر شوهرش نیز ناراحت شد و زن نمی‌دانست چه کاری باید بکند. [sep] بگو بهش ظرف واسه شکستن دیگه اما درکت میکنم ادم خجالت میکشه من یه بار اومدم لیوتن بردارم از دستم افتاد رو ظرفای دیگه کاسه بشقاب همه شکست انقد گریه کردم [sep],empathy,Passive
227,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] شماخوب باش سعی کن فراموش کنی تاشرمنده شه. آتوهم دست شوهرت نمیدی که باز باهات دعواکنه [sep],conform and adjust,Active
228,[cls] یک زوج درگیر مشکلات خانوادگی هستند، خانواده همسر به شدت دخالت دارند و خانواده او همیشه او را مقصر می‌دانند. آنها در شهری غریب زندگی می‌کنند و خانواده همسرشان او را اذیت می‌کنند. در یک دعوای شدید، همسر به خانه پدر و مادرش می‌رود و زوج در شهر خراب شده بدون هیچ کسی باقی می‌مانند. [sep] تو خونت بمون هیچ جا نرو خودتو ضعیف نشون نده. یه مدت بزارش تو حال خودش ن بحث ن دعوا هیچی نگو یه فاصله تو رابطه بده تا هردو فکر کنین [sep],conform and adjust,Active
229,[cls] مادر شوهر عفریتی است و خانواده شوهر او او را اذیت کرده‌اند. در یکی از دعواها، شوهر او او را زده است. [sep] برو شکایت کن ازش تا دفعه دیگ گ ه مادرشو بخوره دس رو تو بلند نکنه [sep],confront and retaliate,Active
230,[cls] زنی به خانه مادرش رفت و بعد از دو هفته شوهرش تماس گرفت تا برگردد. آنها با هم به خانه رفته و بعد از خوردن شام به خانه بازگشتند. در یک بحث، شوهر زن کتکش زد و در شب بعد نیز دوباره کتکش زد. [sep] ای وای عزیزم فقط این قسمت اخرت خیلی بده این که دیگه میترسی ازبازگو کردن نظرت این اگه ادامه داشته باشه شخصیتتو ازت میگیره میشی خیلی معذرت میخواما ولی غلام حلقه به گوش این ترست رو باید بزاری کنار چون زندگی مشترک ابداا نباید این ترس از ابراز نظر و احساسات توش باشه [sep],confront and retaliate,Active
231,[cls] یک زن به مدت ۴ سال با شوهر خشن و خطرناکی زندگی می‌کند. او به شدت تحت ضرب و شتم قرار گرفته و حتی از خانه بیرون شده است. اکنون با بچه‌ای که دارد، تهدید می‌شود و از شوهرش می‌ترسد. [sep] تا بعد ثابت بشه یک باره بچتو بدبخت کنی با مادر قاتل گلم عقل داشته باش برو ازش شکایت کن [sep],confront and retaliate,Active
232,[cls] شوهر به زن فحش داد و او را زیر فشار قرار داد. زن نمی‌داند چگونه با این موضوع برخورد کند. امشب او در اتاق خودش خواب نمی‌برد و قصد دارد راهی برای جلوگیری از تکرار این رفتار داشته باشد. [sep] برو پزشک قانونی شکایت کن ازش تعهد بگیرن تا غرور مردانه‌اش تکمیل بشه،، اون تعهد نامه رو هم نشون جاریت بده،، قهر برا فحشه،، برا کتک باید بری شکایت [sep],confront and retaliate,Active
233,[cls] زنی به دلیل آزار و اذیت از شوهرش فرار کرده و به خانه پدرش رفته است. او به دلیل قفل شدن در، پلیس را صدا کرده و شکایت نامه تنظیم کرده است. همچنین طلاهایی که به عنوان هدیه عقد به او داده شده بود، به همراه خریداری‌های خودش نیز برداشته شده است. [sep] درسته تو هر زندگی لحظات خوش هس که جلوی منطق ادم و میگیره …پس یه کار کن به اومدن نیومدن اون فکر نکن بشین منطقی فکر کن فکر کن اومده.. میتونی این زندگی و ادامه بدی یا نه؟؟ [sep],confront and retaliate,Active
234,[cls] یک زن برای فرار از شوهر خشنش قصد دارد با فرزندش به خانه مادرش برود، اما می‌داند که زندگی سختی در انتظارش است. شوهرش او را مورد سوءاستفاده قرار داده و او را مجبور به تحمل تحقیر و ضرب و شتم کرده است. [sep] برو پدرشو بیار جلو چشاش شکایت کن دیه بگیر [sep],confront and retaliate,Active
235,[cls] در حین تماشای فیلم، فردی به گوش شخص دیگری محکم زد و باعث درد و سوت کشیدن گوش شد. شخصی که زده شده بود، از این اقدام ناراحت شد و از فردی که زده بود، شکایت کرد. فردی که زده بود، ادعا کرد که او اصلا محکم زده نبوده بود. [sep] [sep],other,Passive
236,[cls] زنی فکر می‌کرد شوهرش مرد فهمیده و متعهدی است، اما بعد از بحث شبی، متوجه شد که اینطور نیست. شوهرش به او روی خوش نشان نداد و در نهایت به او حمله کرد. زن بعد از این حادثه، از خانه شوهرش رفت. [sep] وقتی مردا عصبانین نباید تحریکشون کرد قاطی میکنن [sep],conform and adjust,Active
237,[cls] یک زن به دلیل تجاوز شوهرش شکایت می‌کند، اما نمی‌خواهد طلاق بگیرد. او فقط می‌خواهد شوهرش تعهد کند دیگر دست به خشونت نزند. او از دیگران می‌خواهد که تجربه‌های خود را با او به اشتراک بگذارند. [sep] عرض کردم در صورتی شکایت کنید که مهریه تون بالا باشه …و همسرتون نتونه تقبل کنه [sep],question or answer,Passive
238,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] ببخشید اینقدر رک میگم واقعا خاک تو سرت باید همون موقع خشتک جفتشونو پاپیون میزدی رو سرشون تا حساب کار دستشون بیادب خانوادت بگو [sep],conform and adjust,Active
239,[cls] دو نفر دعوا کردند و یکی از آنها به دیگری حلو بچه زد. بعد از چند روز، کسی که حلو بچه زده شده بود به خانه دیگری رفت و با او شوخی کرد و بوسید، اما دیگری با او برخورد نکرد و فقط محلش را نداد. در نهایت، آنها به هم رابطه خواستند و خوابیدند. [sep] به نظر من این مدل زندگی تا اخر زندگی مشترکتون ادامه دارهوقتی چیزی عادت شد ترک کردنش سخت و گاهی ناممکنهباید بار اول فکری میکردین [sep],conform and adjust,Active
240,[cls] شخصی دیشب به دختری حمله کرد و چشمش را زخمی کرد. دختر درد زیادی دارد و نمی‌داند چه کار کند. او فکر می‌کند بهتر است فرار کند. [sep] فداتشم [sep],question or answer,Passive
241,[cls] یک مادر در حال آماده کردن غذا بود که دخترش گریه کرد و او را به بالای خانه فراخواند. دختر را به بیرون فرستاد و مادر به دلیل دعوایی که با مادر شوهرش داشت، تحت فشار قرار گرفت. در نهایت، مادر توسط شوهرش ضربه خورد. [sep] عزیزم سعی کن با آرامش بهش بفهمونی کارش اشتباههاز این ب بعد سیاست ب خرج بده همه کارهای خونه را ب عده نگیر بلکه با سیاست اونم درگیرش کنخوبیهات هم حد و مرز داشته باشه اینجور خوبی بی حد باعث میشه همسرت فکر کنه وظیفه اس و اگه انجام ندی اذیتت کنه [sep],conform and adjust,Active
242,[cls] در یک بحث با شوهر، فک زن به دست شوهر گرفته شد و درد شدیدی احساس کرد. او نمی‌دانست آیا فکش شکسته است یا نه. [sep] خب پس عزیزم خودتم مقصر بودی دیگه، اون نخواسته بحث بالا بره که اونا بشنون تو بدتر کشش دادی، اینجور وقتا نباید با مردا در بیوفتی، میزنن بی شرف بازی آبروتو میبرن [sep],conform and adjust,Active
243,"[cls] دوستان کمک دیشب با شوهرم دعوام شد. ,شوهرم به دلیل دو موضوع مختلف سرم داد زد. ,شوهرم شام را با من نخورد و من عصبانی شدم و زیر سفره زدم. [sep] اولا که پروفایل شماست چرا عکش اون رو پروفایلت باید باشهثانیا جاییکه میدونی خریدار نداره ناز نکن. بزار بوقتش. وسط دعوا و آشتی ناز کردن نداشت که سفره رو ول کردی رفتی تو اتاق. نخورد که نخورد. درک که نخورد. گشنش میشد خودش یه چیزی میخورد. ثانیا اینبار اگه کارد دستش گرفت و خودزنی کرد در اتاق رو قفل کن اصلا هم بیرون نیا. بزار انقدر خودشو بزنه تا زخم و زیلی شه و براش بشه درس عبرت. تو چرا خودتو وسط انداختی! لجبازی رو هم بزار کنار مثل یه خانم رفتار کن نه یه دختر بچه [sep]",confront and retaliate,Active
244,[cls] شوهر در دعوا صورت همسرش را ضربه می‌زند و او را به زمین می‌اندازد. همچنین قبلا دست همسرش را کبود کرده بود و اینبار با مشت به صورتش حمله کرده است. همسر به او اخطار داده که اگر دوباره این کار را تکرار کند، او را ترک خواهد کرد. [sep] دیگه تو دعوا و عصبانیت حلوا خیرات نمیکنن که. خون جلوی چشماش رو میگیره [sep],conform and adjust,Active
245,[cls] یک فرد ۳۰ ساله به دلیل آزار و اذیت در گذشته، شکایتی از فردی که او را آزار داده است، دارد. این آزار و اذیت باعث شده است که او به یک فرد عصبی تبدیل شود. [sep] دستش بشکنه الهی اون پسری ک رو یک دختر دست بلند کنه بی همه چیز [sep],empathy,Passive
246,[cls] زنی که هفته هفته باردار است، از زندگی خسته شده و با مشکلاتی مواجه است. او به شوهرش التماس می‌کند که به دکتر برود، اما شوهر به جای این کار، او را به سمت سقط جنین سوق می‌دهد. زن، این پیشنهاد را رد می‌کند. [sep] خاله من شوهرش همینجوری بود. حامله هم شد انقد زجرش داد. بچش ک بدنیا اومد داد ب شوهره طلاق گرف [sep],question or answer,Passive
247,[cls] شوهر به زن خیانت می‌گوید و او را می‌زند. زن به مادرش زنگ می‌زند و به خانه او می‌رود. شوهر از آن زمان مفقود است و زن نمی‌تواند تکانی بخورد. [sep] ازدستش شکایت کن بروپزشک قانونی [sep],confront and retaliate,Active
248,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] وای الان تو دل مامان و بابات چه خبره،،، طلاق بگیر اگه آنقدر وحشی و حرمت نگه نمیداره [sep],confront and retaliate,Active
249,[cls] زنی که انگشتش دراومده بود، بچه‌اش را دو روز در خانه نگه داشت و سپس پسرش را فرستاد تا دخترش را بیاورد. او ابتدا این کار را نکرد، اما بعد از یک تماس تلفنی، پسرش با دخترش آمد و بچه را برداشت. در شب، زوجین دعوا کردند و مادر شوهر نیز آمد و پیشنهاد کرد که بچه را به خانه بهزیستی ببرند. [sep] من حتی از مادر خودمم انتظار ندارم بیشتر از سه ساعت بچمون نگه داره مادر بزرگا بچه داریشون کردن ما اگه بچه‌ای میاریم نباید بگیم بقیه وظیفشون بچمون نگه دارن استارتر دوستانه میگم بپذیر توقع ات زیاد بود ب گفته خودت ازت معذرت خواهی هم کردن ب خاطر دعوایی ک با شوهرت داشتی اما شما احترام بزرگتری نگه نداشتی بخدا مادر شوهر من بیخود یه چیزی میپروند من سکوت میکردم شوهرم گفت چرا جواب ندادی گفتم ب خاطر موی سپیدش گفت شرمنده‌ی اخلاقت شدم [sep],conform and adjust,Active
250,[cls] شوهر کتک زده، صورت و لبش خونی شده و ساق پاش کبود شده است. او تهدید می‌کند که اگر شکایت کند، او را می‌کشاند و طلاق نمی‌دهد. او در حال درد می‌میرد و نمی‌داند چه کار کند. [sep] همون شکایت کنی پزشک قانونی [sep],confront and retaliate,Active
251,[cls] در یک دعوای خانوادگی، زن به شوهر خود گفت که متنفر است از خاهر شوهرش. شوهر زن به او حمله کرد و او برای پناه بردن به خانه مادربزرگش رفت. امروز آنها تصمیم گرفتند جدا شوند. [sep] هرکس یه نظری داره به هرحال یکی به من حرف رکیک بزنه منم بخودش حرف رکیک میزنم (ولی شوهرم تو دعوا حرفای خیلی وکیکی میزنه ولی من اصلا جوابشو نمیدم) چیزایی که با اعتماد گفته بهمو نمیزنم تو سرش [sep],question or answer,Passive
252,[cls] دختر به آتلیه می‌رود، شوهر به کار خود مشغول است و شب قبل سورپرایز شده است. دختر به شوخی دست مادرش را می‌زند و او جیغ می‌زند. بعد از ناهار، دختر به آتلیه نمی‌رود. [sep] زدتت بعد رفتی صداش کردی ببا نهار بخور؟! خب خودت خودتو خار کردی نمیشه به اون چیزی گفت [sep],conform and adjust,Active
253,[cls] یک زن احساس افسردگی کرده و شوهرش به او توجه نمی‌کند. صبح، شوهرش شیر و کلوچه برای او آورده و او عصبانی شده و ظرف را کوبیده است. شوهرش بعد از فحش دادن، لباس پوشیده و به کار رفته است. [sep] هورمون‌ها تا حدی بهم میریزهاما نه اونقدری که نشه کنترلش کرد [sep],conform and adjust,Active
254,[cls] زنی با دختر شش ماهه‌اش که تحت تهدید شوهر خود است، با مشکلاتی روبرو است. او از خانواده و دیگران حمایت نمی‌گیرد و همیشه تهدید می‌شود. شوهرش نیز او را مورد خشونت جنسی و جسمی قرار می‌دهد. [sep] برو پزشکی قانونی از زخم هات عکس بگیر ازش شکایت کن [sep],confront and retaliate,Active
255,[cls] یک دعوای شدید رخ داد و دو نفر به هم زدند. پس از آن، آنها با هم بوسیدند، اما یکی از آنها هنوز عصبانی است و دیگری احساس تنهایی می‌کند و می‌خواهد به یک خانه برود. [sep] اون ترو زد خب توم خوب کاری کردی زدی چ عذاب وجدانی این مردا خیلی بد شدن زن میزنن فش میدن همه کار میکنن عذاب وجدان نداشته باش دمت گرم ک زدی [sep],confront and retaliate,Active
256,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] دختر جون اصلا کاری نکن ک شوهرت ازت آتو بگیره. مردا خیلی چیزا رو نمیفهمن. اگه مستقیم بیحرمتی نکنی نمیفهمه. فقط جوری باش که مادرشوهرت بفهمه سردی و کم محلیت رو. نه شوهرت [sep],conform and adjust,Active
257,[cls] یک مادر به دلیل لجبازی دخترش، به او حمله کرد و او را زخمی کرد. این حادثه باعث شد که مادر دیگر حوصله وحشی بازی دخترش را نداشته باشد. مادر نمی‌داند چه کاری باید بکند تا دخترش دیگر این رفتارها را تکرار نکند. [sep] خیلی سخت نیست، با دخترتون رفتار متعادل‌تری داشته باشید. [sep],conform and adjust,Active
258,[cls] شوهر مست به خانه آمد و به زن خشونت کرد. بچه چهار ماهه را هم روی دستش گذاشت و زن به پلیس زنگ زد اما کمکی نرسید. زن درد و دردسرهای زیادی دارد و نمی‌داند چه کاری باید بکند. [sep] خدا اهلش کنه.. اللان بچه رو دریاب بغلش کن.. ارومش کن [sep],empathy,Passive
259,[cls] فردی دیشب توسط پدرش مورد ضرب و شتم قرار گرفت و پدرش او را به پلیس گزارش کرد. پلیس و آمبولانس در نهایت بچه‌های فرد را از او گرفتند. فرد امیدوار است که بچه هایش امروز به او بازگردند. [sep] بچه هات چند سالشونه، اگر زیر ۷ سال هستن میتونی بری شکایت. بعد هم اگر تو زده برو پزشکی قانونی [sep],confront and retaliate,Active
260,[cls] زنی که همیشه شوهرش را بدرفتاری متهم می‌کرد، یک روز به شوخی خواهر شوهرش را زیر پا گذاشت و شوهرش او را به شدت تنبیه کرد. در پاسخ، زن به شوهرش حمله کرد و شوهرش نیز با خشونت به او پاسخ داد. [sep] چیزی که عوض داره گله نداره. تو نمیدونی مرده ب غیرتش بر میخوره وقتی خواهرشم اونطوری گفته (که درست گفته) بیشتر ناراحتش کرده و حقت بوده ک بخوری. روانی چیزی هستید؟ بدبخت شوهر کاری نداره تو میزنی عجب بابا عجب [sep],conform and adjust,Active
261,[cls] شخصی پس از ضربه‌ای که به زانوش خورده، گریه می‌کند. همسرش به سمت او می‌آید و پس از یک دقیقه، شخص بلند می‌شود و نشسته روی تخت می‌شود. همسرش به زیر لحاف می‌رود و چشمانش را می‌بندد. [sep] من ی بار دستم خورد بمیز ژخم شد ناراحت شدم اون قھر کرد باز من منت اونو کشیدم …اصن ی وعضی …شوھر من ی شوخی ھای خرکی میکنھ …ی بار ھمچین دستمو پیچوند ک جاش موند …انگار پدر کشتگی دارھ باھام [sep],question or answer,Passive
262,[cls] شوهر به جرم ضرب و شتم دیه پرداخت کرد. به جرم توهین و فحاشی جزای نقدی داد. به جرم تهدید جانی به ۷۴ ضربه شلاق محکوم شد. [sep] حقشه [sep],empathy,Passive
263,[cls] یک شخص به دلیل تمرکز بر روی گوشی، ناراحت شده و بعد از دو ماه، به خشم می‌آید و اشیا را می‌شکند. او یک چهره پلاستیکی را به دیوار می‌کوبد و پامش را مجروح می‌کند. شخص دیگری از او ترس دارد و نمی‌داند چه کاری باید بکند. [sep] ای خواهر منم این مشکلو دارم گوشیشو میزاره یه جا میگه بیا چک کنمتلک میگهاما خب لابد یه کار کردن ما مشکوک میشیماگر هم یه چیزی نیستپس لااقل یه کاری باید کنن اعتمادمون جلب بشهشما هم نزار به اون حد برسه خدایی نکرده یه بار بزنه دیگه یاد میگیره [sep],empathy,Passive
264,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] چقدرخوبه کسی باشه آدم ودرک کنه وقتی این خانوم میگه شوهرم بددهنه وحرمت نگه نمیداره درکش کنیددلش شکسته به شوهرش که قراربوده پشتوانه زندگیش باشه اعتبارنداره این مردزنش براش ارزش نداره پرده‌ای که دریده بشه محاله درست بشه اون زندگی دیگه درست بشونیست بالاخره یه روزتموم میشه فقط شایداون موقع دیرباشه زن نیازبه محبت داره مردبااینکارمهرخودشوازدل زن بیرون میبره مردبابددهنی حتی اگه بعدش قربون صدقش هم بره تودیدزن یه مرد ریاکاره ونمیدونه فحشوبددهنیشوقبول کنه یاقربون صدقشو باورکنید مثلاخودم بعدازبددهنیشوگستاخیش جلوخانوادم بعدقربون صدقم میرف به خاستش که میرسیدبعدبازمیشدهمون سگ قبلی جلوروبابام بهش میگفت مرتیکه دیوث پدرسگ زرنزن و …کلاخرش ازپل بگذره بازخودواقعیش میشه ازاول زندگی اگه دیدید مردبددهنه بفرستینش درمان شه اگه نشدبدونیدتاآخرعمربایدبسوزید [sep],empathy,Passive
265,[cls] مشاجره با همسر و کتک خوردن. [sep] برواول شکایت کن ازشوهرت، بعدبروپزشک قانونی [sep],confront and retaliate,Active
266,[cls] شخصی در شام گوشت نخورد و فقط سیب زمینی خورد. شوهرش شوخی کرد و گفت گوشت بخور. بعدا با برادر شوهر و مادرشوهر خندیدند و شوهر ناراحت شد. [sep] شوهرت جنبه شوخی نداره. یادت باشه دیگه باهاش شوخی نکنید. [sep],conform and adjust,Active
267,[cls] مرد و همسرش درگیر دعواهای شدید شده‌اند. در یک موقعیت، همسر مرد شروع به فحش دادن کرده و مرد نیز فحش داده است. این دعواها به حدی شدید شده که پدر همسر مرد به سمت او حمله کرده است. [sep] میگه از زمان عقد دعوا داشتیم، من از طلاق بدم میاد، ولی اگه بچه دار بشن بچشون گناه داره تو یه محیطی بزرگ‌ میشه که پدر و مادرش همش با هم در حال دعوا کردن و فحش دادن هستن و اونم فحش دادن یاد میگیره و میشه یه ادم عصبی، بعد دیگه احترامی بین این خانم و شوهرش نمونده واقعا [sep],question or answer,Passive
268,[cls] فردی برای تاپیکی مورد نظرش تلاش کرد. پدر، مادر و برادرش به خانه او آمدند و او را اخراج کردند. عوضیاها خوشحال شدند. [sep] یا خدا [sep],empathy,Passive
269,[cls] همسر شماره‌ها و پیام‌هایی را در گوشی داشته است. بعد از بحث، او گفت که پرده گوشش پاره شده است. دیروز به دکتر رفته بود و یک سیلی محکم زده بود. [sep] ما که جای شما نیستیم ولی برو پزشک قانونی و شکایت کن [sep],confront and retaliate,Active
270,[cls] خانواده‌ای دارای مشکلات خانگی هستند که باعث شکستن چهارچوب فلزی اتاق سر آن‌ها شده و سرپرست خانواده نیز بخاطر این اتفاق بخیه خورده است. همچنین آن‌ها با مشکلات مالی نیز روبرو هستند و طلبکاری دارند. سرپرست خانواده نیز به دنبال راه‌حلی برای این مشکلات است و در حالی که سه فرزند کوچک دارد، به کمک دوستان خود می‌خواهد این مشکلات را حل کند. [sep] شکست بعد نرفتی پزشکی قانونی؟ شکایت نکردی ازش؟ چوب تو پاچش کن تا دیگه ازین غلطا نکنه [sep],confront and retaliate,Active
271,[cls] مهمون شهرستانی به خانه شوهرم آمد و بچه‌هایش به من کتک زدند. پدر شوهرم من را توهین کرد و مادر شوهرم نیز دخترش را دفعه دیگر زد. شوهرم نیز به من حمله کرد و من با اشک‌ها به زیرزمین رفتم. [sep] ابن شوهری که توضیح داد جلوی جمع بدتر میکرد [sep],question or answer,Passive
