,x,y,PassiveActive
244,[cls] شوهر در دعوا صورت همسرش را ضربه می‌زند و او را به زمین می‌اندازد. همچنین قبلا دست همسرش را کبود کرده بود و اینبار با مشت به صورتش حمله کرده است. همسر به او اخطار داده که اگر دوباره این کار را تکرار کند، او را ترک خواهد کرد. [sep] دیگه تو دعوا و عصبانیت حلوا خیرات نمیکنن که. خون جلوی چشماش رو میگیره [sep],conform and adjust,Active
247,[cls] شوهر به زن خیانت می‌گوید و او را می‌زند. زن به مادرش زنگ می‌زند و به خانه او می‌رود. شوهر از آن زمان مفقود است و زن نمی‌تواند تکانی بخورد. [sep] ازدستش شکایت کن بروپزشک قانونی [sep],confront and retaliate,Active
248,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] وای الان تو دل مامان و بابات چه خبره،،، طلاق بگیر اگه آنقدر وحشی و حرمت نگه نمیداره [sep],confront and retaliate,Active
249,[cls] زنی که انگشتش دراومده بود، بچه‌اش را دو روز در خانه نگه داشت و سپس پسرش را فرستاد تا دخترش را بیاورد. او ابتدا این کار را نکرد، اما بعد از یک تماس تلفنی، پسرش با دخترش آمد و بچه را برداشت. در شب، زوجین دعوا کردند و مادر شوهر نیز آمد و پیشنهاد کرد که بچه را به خانه بهزیستی ببرند. [sep] من حتی از مادر خودمم انتظار ندارم بیشتر از سه ساعت بچمون نگه داره مادر بزرگا بچه داریشون کردن ما اگه بچه‌ای میاریم نباید بگیم بقیه وظیفشون بچمون نگه دارن استارتر دوستانه میگم بپذیر توقع ات زیاد بود ب گفته خودت ازت معذرت خواهی هم کردن ب خاطر دعوایی ک با شوهرت داشتی اما شما احترام بزرگتری نگه نداشتی بخدا مادر شوهر من بیخود یه چیزی میپروند من سکوت میکردم شوهرم گفت چرا جواب ندادی گفتم ب خاطر موی سپیدش گفت شرمنده‌ی اخلاقت شدم [sep],conform and adjust,Active
250,[cls] شوهر کتک زده، صورت و لبش خونی شده و ساق پاش کبود شده است. او تهدید می‌کند که اگر شکایت کند، او را می‌کشاند و طلاق نمی‌دهد. او در حال درد می‌میرد و نمی‌داند چه کار کند. [sep] همون شکایت کنی پزشک قانونی [sep],confront and retaliate,Active
252,[cls] دختر به آتلیه می‌رود، شوهر به کار خود مشغول است و شب قبل سورپرایز شده است. دختر به شوخی دست مادرش را می‌زند و او جیغ می‌زند. بعد از ناهار، دختر به آتلیه نمی‌رود. [sep] زدتت بعد رفتی صداش کردی ببا نهار بخور؟! خب خودت خودتو خار کردی نمیشه به اون چیزی گفت [sep],conform and adjust,Active
253,[cls] یک زن احساس افسردگی کرده و شوهرش به او توجه نمی‌کند. صبح، شوهرش شیر و کلوچه برای او آورده و او عصبانی شده و ظرف را کوبیده است. شوهرش بعد از فحش دادن، لباس پوشیده و به کار رفته است. [sep] هورمون‌ها تا حدی بهم میریزهاما نه اونقدری که نشه کنترلش کرد [sep],conform and adjust,Active
254,[cls] زنی با دختر شش ماهه‌اش که تحت تهدید شوهر خود است، با مشکلاتی روبرو است. او از خانواده و دیگران حمایت نمی‌گیرد و همیشه تهدید می‌شود. شوهرش نیز او را مورد خشونت جنسی و جسمی قرار می‌دهد. [sep] برو پزشکی قانونی از زخم هات عکس بگیر ازش شکایت کن [sep],confront and retaliate,Active
255,[cls] یک دعوای شدید رخ داد و دو نفر به هم زدند. پس از آن، آنها با هم بوسیدند، اما یکی از آنها هنوز عصبانی است و دیگری احساس تنهایی می‌کند و می‌خواهد به یک خانه برود. [sep] اون ترو زد خب توم خوب کاری کردی زدی چ عذاب وجدانی این مردا خیلی بد شدن زن میزنن فش میدن همه کار میکنن عذاب وجدان نداشته باش دمت گرم ک زدی [sep],confront and retaliate,Active
256,[cls] مردی با مشکلات خانوادگی با همسرش دارد. در یک سفر عیدی، دعوای لفظی با خانواده همسرش پیش می‌آید و مادر شوهرش به شوهرش فحش می‌دهد که باعث می‌شود شوهرش عصبانی شود و او را بزند. بعد از آن، زن با قهر به خانه برمی‌گردد و یک سال ارتباطی با خانواده همسرش ندارد. اما شوهرش به او گفته که مادرش قرار است به خانه آن‌ها بیاید. [sep] دختر جون اصلا کاری نکن ک شوهرت ازت آتو بگیره. مردا خیلی چیزا رو نمیفهمن. اگه مستقیم بیحرمتی نکنی نمیفهمه. فقط جوری باش که مادرشوهرت بفهمه سردی و کم محلیت رو. نه شوهرت [sep],conform and adjust,Active
257,[cls] یک مادر به دلیل لجبازی دخترش، به او حمله کرد و او را زخمی کرد. این حادثه باعث شد که مادر دیگر حوصله وحشی بازی دخترش را نداشته باشد. مادر نمی‌داند چه کاری باید بکند تا دخترش دیگر این رفتارها را تکرار نکند. [sep] خیلی سخت نیست، با دخترتون رفتار متعادل‌تری داشته باشید. [sep],conform and adjust,Active
259,[cls] فردی دیشب توسط پدرش مورد ضرب و شتم قرار گرفت و پدرش او را به پلیس گزارش کرد. پلیس و آمبولانس در نهایت بچه‌های فرد را از او گرفتند. فرد امیدوار است که بچه هایش امروز به او بازگردند. [sep] بچه هات چند سالشونه، اگر زیر ۷ سال هستن میتونی بری شکایت. بعد هم اگر تو زده برو پزشکی قانونی [sep],confront and retaliate,Active
260,[cls] زنی که همیشه شوهرش را بدرفتاری متهم می‌کرد، یک روز به شوخی خواهر شوهرش را زیر پا گذاشت و شوهرش او را به شدت تنبیه کرد. در پاسخ، زن به شوهرش حمله کرد و شوهرش نیز با خشونت به او پاسخ داد. [sep] چیزی که عوض داره گله نداره. تو نمیدونی مرده ب غیرتش بر میخوره وقتی خواهرشم اونطوری گفته (که درست گفته) بیشتر ناراحتش کرده و حقت بوده ک بخوری. روانی چیزی هستید؟ بدبخت شوهر کاری نداره تو میزنی عجب بابا عجب [sep],conform and adjust,Active
265,[cls] مشاجره با همسر و کتک خوردن. [sep] برواول شکایت کن ازشوهرت، بعدبروپزشک قانونی [sep],confront and retaliate,Active
266,[cls] شخصی در شام گوشت نخورد و فقط سیب زمینی خورد. شوهرش شوخی کرد و گفت گوشت بخور. بعدا با برادر شوهر و مادرشوهر خندیدند و شوهر ناراحت شد. [sep] شوهرت جنبه شوخی نداره. یادت باشه دیگه باهاش شوخی نکنید. [sep],conform and adjust,Active
269,[cls] همسر شماره‌ها و پیام‌هایی را در گوشی داشته است. بعد از بحث، او گفت که پرده گوشش پاره شده است. دیروز به دکتر رفته بود و یک سیلی محکم زده بود. [sep] ما که جای شما نیستیم ولی برو پزشک قانونی و شکایت کن [sep],confront and retaliate,Active
270,[cls] خانواده‌ای دارای مشکلات خانگی هستند که باعث شکستن چهارچوب فلزی اتاق سر آن‌ها شده و سرپرست خانواده نیز بخاطر این اتفاق بخیه خورده است. همچنین آن‌ها با مشکلات مالی نیز روبرو هستند و طلبکاری دارند. سرپرست خانواده نیز به دنبال راه‌حلی برای این مشکلات است و در حالی که سه فرزند کوچک دارد، به کمک دوستان خود می‌خواهد این مشکلات را حل کند. [sep] شکست بعد نرفتی پزشکی قانونی؟ شکایت نکردی ازش؟ چوب تو پاچش کن تا دیگه ازین غلطا نکنه [sep],confront and retaliate,Active
272,[cls] یک شخص شدیدا مورد ضرب و شتم قرار گرفته است و به کمک نیاز دارد. او یک دختر سه ساله دارد که نیاز به توجه دارد. او به دنبال راه حلی برای این مشکلات است. [sep] اگه جاش معلومه پزشک قانونی برو [sep],confront and retaliate,Active
274,[cls] مادر و پدر فراخوانی کردند تا شوهر با پدر صحبت کند، اما شوهر رفته بود. زن به دنبال شوهر نرفت و با مادرش درگیر شد. سپس شوهر به خانه مادرش رفت و در رابطه با آینده صحبت کرد، اما زن از این صحبت‌ها خوش نبود و تصمیم گرفت به خانه برود. در این حین، مادر شوهر به زن زنگ زد و او را تهدید کرد، و در نهایت زن توسط مادر شوهر کتک خورد. [sep] اصلااا محلش نزار بزا ادم شع [sep],conform and adjust,Active
276,[cls] یک زن به دلیل فشار عصبی و خشم به همسایگانش صدمه می‌زند و شوهرش نیز به او خشمگین می‌شود. زن تحمل نمی‌کند و به خدا و عدالت شک می‌کند. [sep] برو سریع از پزشکی قانونی نامه بگیر [sep],confront and retaliate,Active
278,[cls] پدر به مادر و خواهرشان حمله کرده و آنها را مورد ضرب و شتم قرار داده است. خواهر بزرگتر از درد جیغ می‌زند و خواهر کوچکتر و خودش نمی‌توانند به دلیل ترس هیچ کاری بکنند. به دلیل این اتفاق، نویسنده تلاش می‌کند تا به مادرش تلافی کند. [sep] نمیشه یه کار پیدا کنین یکم پول جمع کنین هم تو خونه نباشین بعدم سه تایی یه خونه جدا اجاره کنید [sep],confront and retaliate,Active
281,[cls] فردا حبس شده‌ام و نمی‌توانم شکایت کنم. همیشه مانع از خروج شدنم می‌شود. آیا پس از چند روز، پزشکی قانونی می‌تواند کمک کند؟ [sep] آفرین باید ازش شکایت کنی حساب کار دستش بیاد من نمیدونم به چه حقی به خودشون اجازه همچین کاری میدنکه زنشون بزنن باید به زنشون احترام بزارن [sep],confront and retaliate,Active
282,[cls] یک دعوای شدید بین زوجی رخ داده است و در نتیجه شوهر به همسرش آسیبی وارد کرده است. همسر دچار درد شده و نمی‌تواند حرکت کند. او به پدرش تماس می‌گیرد تا او را بردارد. [sep] ببین سره چی دعواتون شده،، مقصر کیه! اگ خودت بی تقصیر نبودی بهش بگو که باهم برید [sep],conform and adjust,Active
284,[cls] همسرم در راه بازگشت از مهمانی، با مشتش به من حمله کرد و در ماشین نیز به من ضربه زد. من متردد هستم که به خانواده او این موضوع را بگویم چون در گذشته نیز به من خشونت وارد کرده است. [sep] برو سریعا پیش پزشک گواهی بگیر ازش شکایت کن [sep],confront and retaliate,Active
285,[cls] شوهر پسرش را به دلیل گریه کردن تنبیه کرد و به همین دلیل همسرش را زد. مادر همسر نیز به دلیل بی احترامی به او تنبیه شد و از خانه بیرون شد. در نهایت، شوهر با توجه به گریه فرزندش، همسرش را زده و او را به خانه مادرش فرستاد. [sep] خانوادش چی میگن و باهات چجورنبا اوناحرف بزن [sep],confront and retaliate,Active
286,[cls] زنی که شوهرش او را مورد خشونت قرار می‌دهد، با مشکلاتی مانند مشکلات تلویزیونی و عدم حمایت از اطرافیان روبرو است. مادرش فوت کرده و پدر و نامادریش همراه اون هستند، اما باباش ازدواج زنان را نامناسب می‌داند. در نهایت، پس از یک کتک شدید از شوهرش، او به دنبال پناهگاه است. [sep] عزیزم بهتره اول تکلیفت رو با همسرت مشخص کنی مهرتو بزار اجرا برای کتک هاش برو پزشک قانونی اگه همینطوری خونه رو ترک کنی ازت شکایت میکنه و به ضررت تموم میشه [sep],confront and retaliate,Active
288,[cls] فردی که مریض بود، اما آزمایش کروناش منفی بود، به خانه خواهرزنش رفت و متوجه شد که خواهرزنش مثبت است. بعد از چند روز، برادرش به خانه او آمد و به او گفت که چرا اومدی؟ ولی بعد از چند لحظه، برادرش یک بطری آب را به سمت او پرت کرد و او نیز در اتاق شکست. [sep] برو پزشکی قانونی شکایت کن [sep],confront and retaliate,Active
289,[cls] پسر ده ساله بی ادب و پرخاشگر است. هرگاه او را خواسته‌ای انجام ندهد، قهر می‌کند و به دیگران آسیب می‌رساند. پدرش نیز به شدت عصبی است و این مشکلات خانوادگی را تشدید می‌کند. [sep] ببرش کمپ زنگ بزن بیان ببرنما چند تا فامیل مجرد معتاد داشتیم ترک کردند الان خوبنتا جوونه میتونه ترک کنهشوهرتو که بردند میمونی خودت و پسرت تا ایشالا سالم وسلامت برگردهاون موقع پسرتو ببر روانپزشک دارو میده آروم میشه [sep],confront and retaliate,Active
290,[cls] شوهر به زن گفت چاق شده‌ای، زن لگد زد و شوهرش را فشار داد. زن پررو اب ریخت و شوهرش به او زد. شوهر به زن گفت که باباش فوت شده و از فحشش ناراحت است. [sep] وقتی لگد میزنی بازتابش همین رفتاره. ‌ حرمتتون شکسته شده. [sep],conform and adjust,Active
291,[cls] شخصی به دلیل پنکه‌ای که بادش رویش بود، با شخص دیگری درگیر شد. در نهایت، شخص اول توسط شخص دوم کتک خورد و زخمی شد. شخص دوم به شدت عصبانی بود و به شخص اول فحش داد. [sep] اگه واقعی باشه چه زندگی ایه آخه، دیوونه س رسما شوهرت! برو پزشک قانونی طول درمان بگیر بیفت دنبال کارای طلاقت [sep],confront and retaliate,Active
292,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] اومد محلش نزار بگو من زن توم نه داداشت خیانتم کنم به تو میکنم داداشت خر کی باشه دست رو من بلند کنه [sep],conform and adjust,Active
295,[cls] یک فرد به دخترش خیانت می‌کند و او را مورد خشونت قرار می‌دهد. در نهایت، باعث شکست گوش دخترش می‌شود. دختر و مادرش احساس ناامنی و ناراحتی می‌کنند و از خدا کمک می‌خواهند. [sep] ببرش کلانتری نامه پزشک قانونی بگیر حضانتشو بگیر از زیر دست اون بی شرف هم خلاصش کن جداشو [sep],confront and retaliate,Active
297,[cls] یک زن با شوهرش دعوا کرد و شوهرش به گوش زن ضربه زد و گوش زن خونریزی کرد. زن درد زیادی داشت و شوهرش ادعا کرد که چیزی نشده است. زن ناتوان بود که با شوهرش بحث کند و از او ناراحت بود. [sep] برو پزشک قانونی شکایت کن وقتی مجبور شد پول بده اینبار تو بگو زار بزن [sep],confront and retaliate,Active
299,[cls] مشکلات بین زوج جدا از داداش شوهر بود، اما داداش اشتباها درگیر شد. شوهر به داداش گفت که او را مسخره نمی‌کند، اما همسرش به او گفت که بیشتر باید محافظت کند. در نهایت، همسر به اتاق رفت و در رو قفل کرد. [sep] ناراحت نشی ازمن …تقصیرته چراپیام دادی چراسیو کردی چیکارپروفایلش داری.. که چکش کنی درهرصورت کاربرادرشوهرت بدبوده ولی به شوهرت حق میدم اعتمادنداره هزارفکروخیال میادتوی سرش توهم باکارات بدترش میکنی [sep],conform and adjust,Active
301,[cls] یک زن با یک دختر یکساله دارای مشکلات خانوادگی است و قصد دارد از شوهرش طلاق بگیرد. شوهرش او را ضربه زده و او شکایت خود را به پلیس اعلام کرده است. او قصد دارد با گواهی پزشکی قانونی از شوهرش طلاق بگیرد، اما نگرانی او برای فرزندش همچنان وجود دارد. [sep] اره میشه چون دست بزن داره. خودتو راحت کن [sep],confront and retaliate,Active
304,[cls] یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند. [sep] چراگیرالکی میدی وفحش بهش میدی به شوهرت ومادرش خوب اونم ادمه یه دفعه عصبی میشه هرچب کش بدی بدترمیشه توام بایدازش معذرت تواهی کنی ابجی هیچوقت لج نکن درمثلاچرابستی وهمش کش دادی. حالادیگه گذشته ولی دیگه تکرارنکن عزیزم [sep],conform and adjust,Active
305,[cls] در یک دعوای هفته‌ای با شوهرم، او من را زده و من به خانه پدرم فرار کردم. در همان روز، شوهرم پسرم را با خود برد. نیاز به راهنمایی دارم. [sep] اگر کبودی دارس برو شکایت کن دست دست نکن دیگهپزشکی قانونی طول درملن بگیر دیه که صادر شه برات کلا میفته دست تو میفته گوه خوردن و دیگه جرئت نمیکنه دست بزنه بهت تعهد بگیر بعد کلی شرط و شروط و منت گذاشتن برو سر زندگیت و پیش بچت [sep],confront and retaliate,Active
306,[cls] زنی که شوهرش او را زده بود، به صاحبکارش گفت که حقوقش را به کارتی که مسدود شده است نریزد. شوهر زن هم ادعا کرده بود که اون آبروی او را برده است. صاحبکار، که در اختلافات آنها کمک کرده بود، فیلم‌های موبایل و تی شرت را نگه داشته بود. [sep] حتما شکایت کن نمیدونم از کجا و چجوری باید از یه وکیل کمک بگیری ولی شکایت کن و مهریه رو بذار اجرا و طلاق [sep],confront and retaliate,Active
307,[cls] یک زوج دعوا کردند و خانواده شوهر به دعوای آن‌ها پیوستند. شوهر به مسافرت رفت و مادر و خواهرش به زن شوهر کتک زدند و او تصمیم به طلاق گرفت. [sep] خوب کردی حقشونه ولی حرمتا از بین رفتن [sep],confront and retaliate,Active
310,[cls] شوهر برای یک هفته رفته بود، اما با ولگرد زخمی برگشته بود. زن می‌خواست به پزشک قانونی برود، اما می‌ترسید که دوباره اذیت شود. او فقط می‌خواست نامه پزشکی داشته باشد و شکایت نمی‌کرد. [sep] خب برو شکایت کن دیه بگیر ازش [sep],confront and retaliate,Active
311,[cls] یک زوج درگیر یک دعوای شدید شده‌اند. زن درو را قفل کرده و شوهرش را فحش می‌دهد. شوهر نیز عصبانی می‌شود و در نهایت به دست زن حمله می‌کند. [sep] عزیزم اشتباه ازجفتتون بودهشمامادرشوفوش دادی اونم نتونسته عصبانیتشوکنترل کنه ببخشش بزارزندگیت ب ارامش برسه هرچیزی وکش بدی بزرگ میشههمسرتم پشیمونه ازکارش [sep],conform and adjust,Active
312,[cls] شوهر زن در شب زیر مشت و لگدش قرار داده است و زن درد دارد. نیاز به کمک دارد. [sep] کتک رو تو خوردی حق با اون باشه نه عزیزم جواب فحش این نیست اصل قضیه اینه کتکت زده نه اینکه جواب فوحش رودادی قرارم نیست بگی درجا جواب دادم گفت چطور اینطوری میگی به بابام دست اخر گفتم خودتی [sep],confront and retaliate,Active
314,[cls] فردی کتک خورده و خونریزی دارد. پسر او جیغ می‌زند و خدایی را صدا می‌کند. فرد نمی‌داند چه کاری باید انجام دهد. [sep] برو دادگاه خانواده شکایت کن تحت حمایت بهزیستی [sep],confront and retaliate,Active
315,[cls] زنی که شوهرش او را مورد خشونت قرار داده بود، به پزشکی قانونی شکایت کرد. دو روز دیگر نوبت دارد. مادر شوهر نیز ادعا می‌کند که زن به شوهرش ضربه زده است. [sep] پ زندگیتو بااین حروم نکن …طلاقتو بگیر. [sep],confront and retaliate,Active
318,[cls] شوهرش تهدیدش می‌کند و او را مسخره می‌کند. او شاغل است و خودش خرج خودش را می‌دهد. شوهرش ازدواج دوم دارد و او از او ناراضی است. [sep] عزیزم طلاق بگیر خودتو راحت کن [sep],confront and retaliate,Active
320,[cls] یک زوج دارای مشکلاتی در رابطه خود هستند، اما پدر و مادر آنها فکر می‌کنند که آنها عاشق هم هستند و زندگی خوبی دارند. در نهایت، دعواهای آنها به شدت افزایش پیدا می‌کند و شوهر زن، او را مورد خشونت قرار می‌دهد. [sep] خب آدم توی عصبانیت زیاد از این حرفا میزنه عزیزم. بهتر از سرکوفت زدنای مامانت نیست یا شوکه شدن بابات یا بی مادر شدن بچه هات:؟؟؟؟ عاقل باش و غرورت را بذار کنار و بچسب به زندگیت. من اصلا دلیل موجهی واسه طلاق شما نمیبینم. [sep],conform and adjust,Active
321,[cls] شوهر وحشیانه با همسرش رفتار می‌کند، او صورت همسرش را گاز می‌گیرد و به او درد می‌رساند. همچنین، موهای همسرش را می‌کشاند و دماغش را فشار می‌دهد. همسرش از رفتار شوهرش ناراحت است و نمی‌داند چگونه این رفتار را ترک کند. [sep] چه باحاله شوهرت. عیبی نداره تو هم بزنش. [sep],confront and retaliate,Active
323,[cls] مردی با همسر خود درگیری دارد. همسرش به او خیانت می‌کند و او را مورد سوء استفاده قرار می‌دهد. مرد به خانواده خود می‌گوید که نمی‌تواند با همسرش زندگی کند و به مشاوره مراجعه می‌کند. [sep] پس طلاق بگیر [sep],confront and retaliate,Active
324,[cls] یک زن با شخصیت خورده و وله شده، با حس حقارت از طرف خانواده شوهر و همسر خانواده داییش روبروست. شوهرش و خانواده‌اش بارها جاریم روی صورتش کوبیده‌اند و داییش به همه گفته که خوردم. او پس از گرفتن طلاق، با درد و حس خورد شدن سال‌ها روبروست. [sep] عزیزم برو پیش ی مشاورمیتونه کمکت کنه [sep],confront and retaliate,Active
326,[cls] یک دختر موفق با پدر معتاد و بابای بد داشته است. باباش او را از دانشگاه منع کرده و به شوهری که از خانواده معتاد است، تزویج کرده است. شوهرش بدرفتار است و او را مورد سوءاستفاده قرار می‌دهد. [sep] خانواده خودت اول قطع رابطه کن بعدم برو مشاوراگر وضعیت اینقدر خرابه میتونی بری خانه امن و ازشون شکایت کنی [sep],confront and retaliate,Active
327,[cls] یک زن در یک ساختمان با خانواده شوهرش زندگی می‌کند و شرایط نامناسبی دارد. خانواده شوهر او به طور مداوم از کنار خانه‌اشان رد می‌شوند و شوهر او به طور مکرر او را تهدید و آزار می‌کند. مادر شوهر او نیز به طور فزاینده‌ای دخالتگر است و زندگی او را مشقت بار کرده است. [sep] دفعه بعد دست بلند کرد با اورژانس اجتماعی تماس بگیر و برو پزشک قانونیبا نامه پزشک قانونی کارت تو دادگاه راحت تره [sep],conform and adjust,Active
328,[cls] یک دعوای شدید بین زوجی رخ داده است. همسر به دوستش گفته که جدا شوند. شب بعد، همسر به خانه دختر خاله‌اش رفته و اکنون قصد دارد برود. [sep] از تو تاپیکات متوجه شدم خیلی لجبازی عزیزم، همسرتم از این رفتار بدش میاد. من اصلا خودم نه سیاست‌های زنانه رو میپسندم نه انجام میدم چون حس میکنم فریبکاریه و در شأن ما نیست انجام بدیم. ولی این به معنی واکنش تند نشون دادن نسبت به هر حرفی و داد زدن نیست گلم. از یه حرفش بدت اومد بی محل کن جواب نده مطمئن باش اونم کوتاه میاد. لازم نیست نسبت به هر چی واکنش نشون داد [sep],conform and adjust,Active
330,[cls] همسرم به دلیل یک بند رخت، با لگد زدن به لباس هایش، من را عصبانی کرد. من پول جم خود را برای خرید چیزی جدید صرف کردم، اما همسرم آن را شکست. در نهایت، من به همسرم سیلی زدم و او به من حمله کرد. [sep] برو پزشک قانونی [sep],confront and retaliate,Active
333,[cls] شوهر وحشیانه با همسرش رفتار می‌کند، او صورت همسرش را گاز می‌گیرد و به او درد می‌رساند. همچنین، موهای همسرش را می‌کشاند و دماغش را فشار می‌دهد. همسرش از رفتار شوهرش ناراحت است و نمی‌داند چگونه این رفتار را ترک کند. [sep] با ماهیتابه بکوب تو سرش بگو وااای شوخی کردم دردت که نگرفت عزیزم؟ [sep],confront and retaliate,Active
335,[cls] زنی که شوهرش قرار بود با دوستانش برود، به او گیر داد و شوهرش او را کتک زد. زن صبح پیام‌های بیخودی از شوهرش دریافت کرد و در حال حاضر در مورد ادامه رابطه خود با شوهرش شک دارد. [sep] زرو پزشک قانونی براش پرونده درست کن ولی شکایت نکن تهدیدش کن [sep],confront and retaliate,Active
336,[cls] شوهر احترامی به همسرش ندارد و او را مورد خشونت قرار می‌دهد. در یک سفر، شوهر به همسرش حمله کرده و او را با بچه‌اش بی‌پول و بدون گوشی ترک کرده است. پس از آشتی، شوهر دوباره به خشونت و خیانت خود ادامه می‌دهد. [sep] متاسفانه بعضی مردا وقتی میدونن زنشون به هیچ عنوان حتی با توهین و تحقیر بازم چسبیده به این زندگی پررو میشن و حسابی میتازونن. مرد اگر ترس طرد شدن داشته باشه از این غلطا نمیکنه [sep],confront and retaliate,Active
337,[cls] دختری دیروز با دوستش دعوا کرد و مورد حمله قرار گرفت. او به روستای خود بازگشت و متوجه شد که خانواده‌اش او را نمی‌پذیرند و او را به تنهایی گذاشته‌اند. امروز او به هئیت رفته و منتظر شوهرش برای پیوستن به او هست. [sep] پیامتو تا انتها نخوندم فقط تا اونجا که نوشتی چاقو چقد خودتو کوچیک کردی که این رفتارها باهات شده؟ به این فکر کن بعد خودت متوجه میشی صحیح رفتار کنی [sep],conform and adjust,Active
338,[cls] یک زن به دلیل خشونت خانگی از همسرش جدا شده و بدون پشتیبانی خانواده، درد و رنج می‌کشد و به دنبال کمک می‌گردد. [sep] برو پیش خونوادت دختر اونا هرچی باشن نمیذارن تو ای حال باشی فقط تورو خدا ازش شکایت کن ادمش کننتتت [sep],confront and retaliate,Active
339,[cls] دعوای شدید با شوهر، مشت زدن به سر و درد سر. ناراحتی و عدم علاقه به شوهر به دلیل رفتارش. [sep] دکتر برو حتما یکیو میشناختم شوهرش یچی کوبیده بود تو سرش خون لخته شده بود برو حتما [sep],confront and retaliate,Active
340,[cls] شوهر بداخلاق و بحث‌گر است، خانواده را زجر می‌دهد و به همسرش بدمی‌گوید. همسر نمی‌داند چگونه با او برخورد کند و از وضعیت ناراحت است. شوهر همسرش را تحت فشار قرار داده و به او خشونت می‌آورد. [sep] سلام. خانمهای عزیزهرکدوم یه مشکلی داریم مال هرکس رنگارنگ. ولی از من میشنوین جواب شوهرتون رو بدین اون شوهری که دست بزن داره باید آدم بشه میتونین یواشکی فیلم بگیرین ازش شکایت کنین بخد [sep],confront and retaliate,Active
341,[cls] فردی به دیر رسیده و به شخص دیگری گفت که در محل مورد نظر نیست. شخص دوم حمله کرد و به فرد اول آسیب زد. پس از حمله، شخص دوم عذرخواهی کرد و از فرد اول بخشش خواست. [sep] پزشکی قانونی برو مدرک بگیر بگو دفعهبعد میندازمت زندانبعدم بوسش کن [sep],confront and retaliate,Active
342,[cls] یک دعوای شدید بین زوجی رخ داده است. همسر به دوستش گفته که جدا شوند. شب بعد، همسر به خانه دختر خاله‌اش رفته و اکنون قصد دارد برود. [sep] ببخشید ولی دوستش اصلا کار درستی نکرده سعی کنید به همسرتون هم بفهمونید که دوستش بهتون گفته این دوست درست درمونی نیستبعدشم همسرتون معلومه که پشیمونه درسته که کارش بد بوده ولی الان دوس داره پیشش باشیداون حرفا هم از غرورش زدهتوی چتشم یکم غرورش مشخصهمیگه بمون پیشم ولی میگه اگه دوس داری [sep],conform and adjust,Active
343,[cls] شوهر زن در شب زیر مشت و لگدش قرار داده است و زن درد دارد. نیاز به کمک دارد. [sep] خب راست میگن. یا نباید میومدی یا حالا که اومدی راحت برنگرد. کاری کن آخرین بارش باشه کتک زدن [sep],conform and adjust,Active
344,[cls] فردی کتک و فحش به من داد و سپس خانه را تنها گذاشت. آیا باید فردا در رو قفل کنم؟ [sep] اگه جوری زده ک ردش مونده برو پزشک قانونی یهو دیوونه شد یا قبلا هم سابقه داشت؟ [sep],confront and retaliate,Active
346,[cls] پسر ده ساله بی ادب و پرخاشگر است. هرگاه او را خواسته‌ای انجام ندهد، قهر می‌کند و به دیگران آسیب می‌رساند. پدرش نیز به شدت عصبی است و این مشکلات خانوادگی را تشدید می‌کند. [sep] بچه چه گناهی دارههمه حرف‌ها و حرکات پدرشو ثبت و صبط کرده و تکرار میکنه. به نظرم شوهرتونو ببرید مشاوره [sep],confront and retaliate,Active
347,[cls] یک زن جوان ۲۳ ساله، سه سال پیش ازدواج کرده است. شوهرش ابتدا خوب بود، اما بعدا به او خیانت کرد و رفتارش روز به روز بدتر شد. زن هنوز عاشق شوهرش است، اما شب گذشته شوهرش با دوستانش به سواری رفت و به زن نگفت، بحثشان شد و شوهرش زن را شدیدا ضربه زد. [sep] ناراحت نشی عزیزلطفا حتما بایک مشاور و روانشناس صحت کنیا شما عصبیش کردی و کتک زدهیا مطمینه بزنه شما باز هم بهش میرسیخب چرا نزنهجای اینکه فکر قتل به سرت بزنه به فکر جدایی باش [sep],conform and adjust,Active
348,[cls] زنی که همسرش او را مورد خشونت قرار داده بود، ناراحت بود. همسرش دوباره او را زده بود و او را به تهمت زناشویی با فامیل همسرش متهم کرده بود. زن تصمیم گرفت که به مهمانی نرود و با همسرش لاس زنی نکند. [sep] ممنونم عزیزم. هردفعه ک دست روت بلند میکنه، برو پزشک قانونی. [sep],confront and retaliate,Active
349,[cls] یک زن به دلیل پیامی که شوهرش از یک خانم دیگر دریافت کرده بود، با شوهرش مشاجره کرد و در نهایت او را زد. این اتفاق باعث شد که زن به خودش تعجب کند و رفتار خنثی‌تری داشته باشد. [sep] آخی عزیزم … خوب نزنش عصبی میشه.. همه که مثل جانی دپ نیستن [sep],conform and adjust,Active
